참여자번호,브레이크유형,저감속구간 번호,저감속구간의 길이,브레이크세기,반응시간
21,A기본제동등,14,3.124,0.01588,0.336
21,A기본제동등,15,1.789,0.0,0.0
21,A기본제동등,16,1.22,0.0,0.0
21,A기본제동등,17,1.006,0.26541,0.0
21,A기본제동등,18,1.768,0.0,1.768
21,A기본제동등,19,1.093,0.01716,0.384
21,A기본제동등,20,1.368,0.0,0.083
21,A기본제동등,21,1.897,0.0,0.0
21,A기본제동등,22,2.31,0.06113,0.613
21,A기본제동등,23,2.492,0.10405,1.393
21,A기본제동등,24,1.923,0.01273,0.413
21,A기본제동등,25,1.775,0.0,0.0
21,A기본제동등,26,1.369,0.0,0.0
21,A기본제동등,27,0.839,0.0,0.457
21,B밝기변화제동등,1,1.195,0.0,0.0
21,B밝기변화제동등,2,1.555,0.0,0.893
21,B밝기변화제동등,3,1.77,0.0,0.0
21,B밝기변화제동등,4,1.375,0.0,0.0
21,B밝기변화제동등,5,1.784,0.0,0.295
21,B밝기변화제동등,6,2.767,0.0,0.818
21,B밝기변화제동등,7,1.94,0.03812,0.781
21,B밝기변화제동등,8,2.364,0.0,0.967
21,B밝기변화제동등,9,3.293,0.0,0.828
21,B밝기변화제동등,10,1.658,0.10414,0.433
21,B밝기변화제동등,11,2.501,0.0032,0.335
21,B밝기변화제동등,12,1.894,0.0,0.769
21,B밝기변화제동등,13,1.234,0.0,0.441
21,B밝기변화제동등,14,2.598,0.14145,0.531
21,B밝기변화제동등,15,1.363,0.03264,0.127
21,B밝기변화제동등,16,2.955,0.0,0.0
21,B밝기변화제동등,17,1.197,0.0,0.0
21,B밝기변화제동등,18,1.928,0.0,0.34
21,B밝기변화제동등,19,1.197,0.0,0.39
21,B밝기변화제동등,20,2.51,0.0,0.301
21,B밝기변화제동등,21,1.76,0.0,0.388
21,B밝기변화제동등,22,1.941,0.10408,0.746
21,B밝기변화제동등,23,1.784,0.0,0.174
21,B밝기변화제동등,24,1.499,0.0,0.414
21,B밝기변화제동등,25,0.92,0.09812,0.207
21,C점멸주파수변화제동등,1,1.813,0.0,0.977
21,C점멸주파수변화제동등,2,1.768,0.0,0.363
21,C점멸주파수변화제동등,3,1.542,0.0,0.0
21,C점멸주파수변화제동등,4,1.241,0.0,0.116
21,C점멸주파수변화제동등,5,1.939,0.0,0.427
21,C점멸주파수변화제동등,6,1.246,0.0,0.443
21,C점멸주파수변화제동등,7,1.387,0.01387,0.47
21,C점멸주파수변화제동등,8,1.742,0.0,0.936
21,C점멸주파수변화제동등,9,1.985,0.09319,1.181
21,C점멸주파수변화제동등,10,2.336,0.0,0.0
21,C점멸주파수변화제동등,11,3.285,0.02683,0.432
21,C점멸주파수변화제동등,12,2.08,0.07662,0.446
21,C점멸주파수변화제동등,13,1.359,0.0,0.0
21,C점멸주파수변화제동등,14,2.967,0.0,0.0
21,C점멸주파수변화제동등,15,1.774,0.0,0.566
21,C점멸주파수변화제동등,16,1.788,0.0,0.044
21,C점멸주파수변화제동등,17,1.346,0.0,0.457
21,C점멸주파수변화제동등,18,1.372,0.0,0.0
21,C점멸주파수변화제동등,19,2.483,0.0,1.401
21,C점멸주파수변화제동등,20,2.753,0.0,0.833
21,C점멸주파수변화제동등,21,1.9,0.0,1.369
21,C점멸주파수변화제동등,22,2.124,0.25539,0.195
21,C점멸주파수변화제동등,23,2.474,0.0,0.212
21,C점멸주파수변화제동등,24,1.917,0.0,1.065
21,D면적변화제동등,1,2.746,0.0,0.633
21,D면적변화제동등,2,1.794,0.0,0.133
21,D면적변화제동등,3,1.765,0.0,1.593
21,D면적변화제동등,4,1.362,0.0,0.0
21,D면적변화제동등,5,1.233,0.0,0.762
21,D면적변화제동등,6,1.795,0.0,0.974
21,D면적변화제동등,7,1.475,0.00734,0.198
21,D면적변화제동등,8,1.68,0.0,0.0
21,D면적변화제동등,9,1.782,0.0,0.236
21,D면적변화제동등,10,0.927,0.0,0.421
21,D면적변화제동등,11,2.463,0.0,1.352
21,D면적변화제동등,12,1.767,0.0,0.273
21,D면적변화제동등,13,1.201,0.0,0.739
21,D면적변화제동등,14,0.964,0.23092,0.0
21,D면적변화제동등,15,1.403,0.0,0.568
21,D면적변화제동등,16,1.783,0.0,0.0
21,D면적변화제동등,17,1.763,0.0,0.0
21,D면적변화제동등,18,2.13,0.20765,0.743
21,D면적변화제동등,19,1.209,0.0,0.518
21,D면적변화제동등,20,2.177,0.01256,0.474
21,D면적변화제동등,21,2.378,0.0,0.73
21,D면적변화제동등,22,1.441,0.02113,1.237
21,D면적변화제동등,23,3.469,0.0,0.824
21,D면적변화제동등,24,1.764,0.0,0.0
22,A기본제동등,1,0.96,0.35383,0.24
22,A기본제동등,2,1.526,0.0,0.0
22,A기본제동등,3,0.886,0.0,0.175
22,A기본제동등,4,1.192,0.0,0.893
22,A기본제동등,5,2.473,0.0,0.658
22,A기본제동등,6,2.806,0.0,1.569
22,A기본제동등,7,1.322,0.2148,0.825
22,A기본제동등,8,1.77,0.0,0.652
22,A기본제동등,9,2.377,0.0,0.41
22,A기본제동등,10,1.672,0.07983,0.671
22,A기본제동등,11,3.318,0.0,0.543
22,A기본제동등,12,1.773,0.02164,0.415
22,A기본제동등,13,1.483,0.0,0.0
22,A기본제동등,14,0.833,0.0305,0.748
22,A기본제동등,15,1.782,0.0,0.0
22,A기본제동등,16,2.373,0.10493,0.886
22,A기본제동등,17,1.791,0.0,0.611
22,A기본제동등,18,1.369,0.0,0.68
22,A기본제동등,19,0.828,0.0,0.663
22,A기본제동등,20,2.761,0.0,0.13
22,A기본제동등,21,1.784,0.0,0.511
22,A기본제동등,22,1.796,0.0,0.523
22,A기본제동등,23,1.274,0.0,0.981
22,A기본제동등,24,1.23,0.0,0.45
22,A기본제동등,25,3.039,0.01631,1.732
22,A기본제동등,26,1.207,0.0,1.056
22,B밝기변화제동등,1,1.769,0.0,0.538
22,B밝기변화제동등,2,0.842,0.0,0.0
22,B밝기변화제동등,3,1.224,0.0,0.774
22,B밝기변화제동등,4,2.203,0.0,0.485
22,B밝기변화제동등,5,1.752,0.0,1.447
22,B밝기변화제동등,6,1.61,0.12149,0.517
22,B밝기변화제동등,7,1.985,0.18437,0.079
22,B밝기변화제동등,8,2.336,0.0,0.0
22,B밝기변화제동등,9,1.803,0.13997,0.57
22,B밝기변화제동등,10,1.847,0.29715,0.044
22,B밝기변화제동등,11,1.777,0.0,0.293
22,B밝기변화제동등,12,2.345,0.0,0.0
22,B밝기변화제동등,13,1.519,0.0,0.0
22,B밝기변화제동등,14,3.298,0.04327,0.861
22,B밝기변화제동등,15,1.743,0.0,0.0
22,B밝기변화제동등,16,1.362,0.0,1.284
22,B밝기변화제동등,17,1.578,0.19134,0.435
22,B밝기변화제동등,18,1.775,0.0,0.0
22,B밝기변화제동등,19,1.358,0.10616,0.512
22,B밝기변화제동등,20,2.013,0.02465,0.693
22,B밝기변화제동등,21,1.228,0.0,0.926
22,B밝기변화제동등,22,1.218,0.0,0.0
22,B밝기변화제동등,23,2.751,0.0,2.601
22,B밝기변화제동등,24,1.934,0.0,0.0
22,B밝기변화제동등,25,1.773,0.12576,0.299
22,B밝기변화제동등,26,1.363,0.00609,0.466
22,B밝기변화제동등,27,1.235,0.0,0.0
22,B밝기변화제동등,28,1.965,0.0,0.0
22,C점멸주파수변화제동등,1,1.832,0.0,0.856
22,C점멸주파수변화제동등,2,1.772,0.0,0.469
22,C점멸주파수변화제동등,3,1.43,0.0,0.649
22,C점멸주파수변화제동등,4,1.571,0.32482,0.306
22,C점멸주파수변화제동등,5,1.512,0.0,0.0
22,C점멸주파수변화제동등,6,1.782,0.0,0.755
22,C점멸주파수변화제동등,7,2.737,0.0,0.578
22,C점멸주파수변화제동등,8,1.774,0.0,1.405
22,C점멸주파수변화제동등,9,3.04,0.0,2.276
22,C점멸주파수변화제동등,10,1.211,0.0,1.122
22,C점멸주파수변화제동등,11,2.222,0.21763,0.909
22,C점멸주파수변화제동등,12,1.247,0.0,0.0
22,C점멸주파수변화제동등,13,2.505,0.5483,0.041
22,C점멸주파수변화제동등,14,1.213,0.0,0.632
22,C점멸주파수변화제동등,15,2.451,0.0,1.079
22,C점멸주파수변화제동등,16,1.765,0.0,0.098
22,C점멸주파수변화제동등,17,1.373,0.0,0.712
22,C점멸주파수변화제동등,18,2.239,0.45,0.226
22,C점멸주파수변화제동등,19,2.331,0.0193,0.532
22,C점멸주파수변화제동등,20,1.928,0.0,1.889
22,C점멸주파수변화제동등,21,2.37,0.0,0.374
22,C점멸주파수변화제동등,22,1.689,0.0,0.902
22,D면적변화제동등,1,1.763,0.0,0.361
22,D면적변화제동등,2,1.444,0.0,1.443
22,D면적변화제동등,3,1.884,0.0,0.998
22,D면적변화제동등,4,1.2,0.0,0.0
22,D면적변화제동등,5,1.364,0.04268,0.696
22,D면적변화제동등,6,1.238,0.0,0.514
22,D면적변화제동등,7,1.708,0.20583,0.982
22,D면적변화제동등,8,1.779,0.0,0.657
22,D면적변화제동등,9,1.772,0.0,0.0
22,D면적변화제동등,10,1.206,0.0,0.046
22,D면적변화제동등,11,1.826,0.0,1.635
22,D면적변화제동등,12,2.983,0.0,1.18
22,D면적변화제동등,13,1.529,0.0,0.0
22,D면적변화제동등,14,0.857,0.20274,0.0
22,D면적변화제동등,15,1.232,0.0,0.394
22,D면적변화제동등,16,2.35,0.0,0.822
22,D면적변화제동등,17,1.186,0.0,1.098
22,D면적변화제동등,18,1.779,0.0,0.704
22,D면적변화제동등,19,1.358,0.0,0.638
22,D면적변화제동등,20,2.76,0.0,0.456
22,D면적변화제동등,21,1.789,0.0,0.466
22,D면적변화제동등,22,2.882,0.0,1.865
22,D면적변화제동등,23,2.367,0.0,0.487
23,A기본제동등,1,2.765,0.0,0.347
23,A기본제동등,2,1.803,0.0,0.383
23,A기본제동등,3,1.91,0.08847,1.499
23,A기본제동등,4,1.241,0.0,0.633
23,A기본제동등,5,1.923,0.0,0.513
23,A기본제동등,6,1.778,0.0,0.374
23,A기본제동등,7,0.916,0.45126,0.0
23,A기본제동등,8,1.786,0.0,1.141
23,A기본제동등,9,1.395,0.0,0.615
23,A기본제동등,10,2.819,0.09865,0.114
23,A기본제동등,11,1.239,0.03589,0.242
23,A기본제동등,12,2.476,0.0,0.122
23,A기본제동등,13,1.985,0.06608,0.142
23,A기본제동등,14,2.503,0.0,0.652
23,A기본제동등,15,1.793,0.06969,0.951
23,A기본제동등,16,1.793,0.0,0.0
23,A기본제동등,17,1.781,0.0,0.0
23,A기본제동등,18,1.452,0.0,1.373
23,A기본제동등,19,2.364,0.0,0.643
23,A기본제동등,20,1.732,0.23648,0.402
23,A기본제동등,21,3.511,0.0,1.785
23,A기본제동등,22,1.385,0.0,0.0
23,A기본제동등,23,1.356,0.0,0.0
23,B밝기변화제동등,1,0.966,0.0,0.566
23,B밝기변화제동등,2,2.484,0.0,0.432
23,B밝기변화제동등,3,1.92,0.0,0.789
23,B밝기변화제동등,4,1.382,0.0,0.085
23,B밝기변화제동등,5,2.367,0.07724,0.646
23,B밝기변화제동등,6,1.811,0.0,1.546
23,B밝기변화제동등,7,1.288,0.43264,0.036
23,B밝기변화제동등,8,1.796,0.0,1.761
23,B밝기변화제동등,9,1.361,0.0,0.0
23,B밝기변화제동등,10,2.343,0.0,0.0
23,B밝기변화제동등,11,3.288,0.0,0.952
23,B밝기변화제동등,12,2.75,0.0,0.0
23,B밝기변화제동등,13,1.907,0.0,0.0
23,B밝기변화제동등,14,1.247,0.0,0.986
23,B밝기변화제동등,15,1.941,0.0,1.795
23,B밝기변화제동등,16,1.787,0.0,1.441
23,B밝기변화제동등,17,1.385,0.30747,0.11
23,B밝기변화제동등,18,1.139,0.21381,0.119
23,B밝기변화제동등,19,1.795,0.0,0.0
23,B밝기변화제동등,20,1.774,0.0,0.241
23,B밝기변화제동등,21,1.384,0.0,1.264
23,B밝기변화제동등,22,2.869,0.28833,0.647
23,B밝기변화제동등,23,1.345,0.0,0.04
23,B밝기변화제동등,24,1.214,0.0,0.076
23,B밝기변화제동등,25,1.435,0.10823,0.262
23,C점멸주파수변화제동등,1,2.566,0.19076,0.86
23,C점멸주파수변화제동등,2,1.365,0.0,0.475
23,C점멸주파수변화제동등,3,1.755,0.0,0.0
23,C점멸주파수변화제동등,4,1.163,0.32006,0.247
23,C점멸주파수변화제동등,5,1.748,0.0,0.921
23,C점멸주파수변화제동등,6,1.368,0.0,0.0
23,C점멸주파수변화제동등,7,2.362,0.0,0.356
23,C점멸주파수변화제동등,8,3.437,0.0,1.043
23,C점멸주파수변화제동등,9,1.237,0.0,0.163
23,C점멸주파수변화제동등,10,1.936,0.0,0.0
23,C점멸주파수변화제동등,11,2.751,0.0,1.177
23,C점멸주파수변화제동등,12,1.916,0.0,0.205
23,C점멸주파수변화제동등,13,1.838,0.12973,0.486
23,C점멸주파수변화제동등,14,1.234,0.0,0.791
23,C점멸주파수변화제동등,15,2.309,0.0,0.195
23,C점멸주파수변화제동등,16,1.762,0.0,0.397
23,C점멸주파수변화제동등,17,1.362,0.0,0.239
23,C점멸주파수변화제동등,18,0.825,0.0,0.0
23,C점멸주파수변화제동등,19,1.783,0.0,0.0
23,C점멸주파수변화제동등,20,1.771,0.0,0.974
23,C점멸주파수변화제동등,21,2.467,0.14129,0.718
23,C점멸주파수변화제동등,22,1.915,0.0,0.308
23,C점멸주파수변화제동등,23,1.082,0.0,0.416
23,D면적변화제동등,1,2.75,0.0,0.282
23,D면적변화제동등,2,1.788,0.0,0.361
23,D면적변화제동등,3,1.361,0.0,0.762
23,D면적변화제동등,4,2.351,0.0,0.727
23,D면적변화제동등,5,1.78,0.0,0.0
23,D면적변화제동등,6,1.851,0.09437,0.828
23,D면적변화제동등,7,1.226,0.0,0.24
23,D면적변화제동등,8,1.946,0.0,0.0
23,D면적변화제동등,9,1.767,0.0,0.634
23,D면적변화제동등,10,1.345,0.0,0.0
23,D면적변화제동등,11,0.85,0.02121,0.685
23,D면적변화제동등,12,1.892,0.0,0.0
23,D면적변화제동등,13,1.378,0.07305,0.948
23,D면적변화제동등,14,2.341,0.0,1.685
23,D면적변화제동등,15,3.309,0.0,1.304
23,D면적변화제동등,16,1.781,0.0,0.0
23,D면적변화제동등,17,1.326,0.0,0.283
23,D면적변화제동등,18,1.353,0.02098,0.286
23,D면적변화제동등,19,2.353,0.07982,1.638
23,D면적변화제동등,20,1.762,0.0,0.555
23,D면적변화제동등,21,1.764,0.0,0.62
23,D면적변화제동등,22,1.156,0.19473,0.258
23,D면적변화제동등,23,1.241,0.0,0.0
23,D면적변화제동등,24,1.347,0.0,0.822
24,A기본제동등,1,2.518,0.0,1.483
24,A기본제동등,2,1.935,0.0,0.0
24,A기본제동등,3,2.348,0.0,0.511
24,A기본제동등,4,3.364,0.0,1.412
24,A기본제동등,5,1.109,0.98142,0.0
24,A기본제동등,6,1.37,0.0,0.0
24,A기본제동등,7,2.485,0.0,2.165
24,A기본제동등,8,1.239,0.0,0.0
24,A기본제동등,9,1.779,0.0,1.007
24,A기본제동등,10,2.958,0.0,1.622
24,A기본제동등,11,1.278,0.87756,0.041
24,A기본제동등,12,1.349,0.0,0.0
24,A기본제동등,13,1.22,0.0,0.0
24,A기본제동등,14,0.996,0.0,0.762
24,A기본제동등,15,1.454,0.0,0.0
24,A기본제동등,16,1.756,0.0,0.0
24,A기본제동등,17,1.4,0.0,0.834
24,A기본제동등,18,1.244,0.30848,0.788
24,A기본제동등,19,1.807,0.0,0.343
24,A기본제동등,20,1.797,0.0,0.0
24,A기본제동등,21,1.7,0.19882,0.512
24,A기본제동등,22,1.773,0.0,1.182
24,B밝기변화제동등,1,1.36,0.0,0.735
24,B밝기변화제동등,2,2.489,0.0,1.543
24,B밝기변화제동등,3,1.937,0.0,0.0
24,B밝기변화제동등,4,1.846,0.0,0.367
24,B밝기변화제동등,5,1.378,0.0,0.793
24,B밝기변화제동등,6,1.803,0.0,0.598
24,B밝기변화제동등,7,2.332,0.0,0.08
24,B밝기변화제동등,8,3.416,0.0,0.815
24,B밝기변화제동등,9,1.24,0.0,0.921
24,B밝기변화제동등,10,2.498,0.0,1.219
24,B밝기변화제동등,11,2.825,0.0,2.161
24,B밝기변화제동등,12,2.678,0.0,0.0
24,B밝기변화제동등,13,1.371,0.0,0.0
24,B밝기변화제동등,14,1.982,0.0,0.0
24,B밝기변화제동등,15,1.24,0.0,0.561
24,B밝기변화제동등,16,1.807,0.0,0.0
24,B밝기변화제동등,17,2.944,0.0,2.703
24,B밝기변화제동등,18,1.23,0.0,0.0
24,B밝기변화제동등,19,1.658,0.00042,0.872
24,B밝기변화제동등,20,1.238,0.0,1.055
24,B밝기변화제동등,21,1.785,0.0,0.546
24,C점멸주파수변화제동등,1,1.183,0.0,0.447
24,C점멸주파수변화제동등,2,1.206,0.0,0.626
24,C점멸주파수변화제동등,3,1.789,0.0,0.0
24,C점멸주파수변화제동등,4,1.769,0.0,0.274
24,C점멸주파수변화제동등,5,2.903,0.0,0.0
24,C점멸주파수변화제동등,6,1.788,0.0,0.0
24,C점멸주파수변화제동등,7,1.355,0.0,1.11
24,C점멸주파수변화제동등,8,1.765,0.4665,0.0
24,C점멸주파수변화제동등,9,1.061,0.3388,0.337
24,C점멸주파수변화제동등,10,2.331,0.09489,1.259
24,C점멸주파수변화제동등,11,1.777,0.0,0.193
24,C점멸주파수변화제동등,12,2.899,0.0,0.672
24,C점멸주파수변화제동등,13,1.77,0.0,0.0
24,C점멸주파수변화제동등,14,1.378,0.0,0.676
24,C점멸주파수변화제동등,15,1.146,0.0,0.858
24,C점멸주파수변화제동등,16,0.922,0.1647,0.588
24,C점멸주파수변화제동등,17,1.223,0.0,1.111
24,C점멸주파수변화제동등,18,2.301,0.0,0.0
24,C점멸주파수변화제동등,19,2.812,0.0,2.404
24,C점멸주파수변화제동등,20,2.338,0.0,0.0
24,D면적변화제동등,1,1.934,0.0,1.393
24,D면적변화제동등,2,1.21,0.0,0.418
24,D면적변화제동등,3,1.832,0.0,0.755
24,D면적변화제동등,4,1.228,0.0,0.729
24,D면적변화제동등,5,2.306,0.33094,0.23
24,D면적변화제동등,6,1.78,0.0,1.277
24,D면적변화제동등,7,1.793,0.01791,0.369
24,D면적변화제동등,8,2.465,0.0,0.0
24,D면적변화제동등,9,1.943,0.0,0.767
24,D면적변화제동등,10,2.331,0.0,1.99
24,D면적변화제동등,11,3.406,0.0,2.361
24,D면적변화제동등,12,1.786,0.0,0.631
24,D면적변화제동등,13,1.384,0.0,0.0
24,D면적변화제동등,14,1.766,0.0,0.706
24,D면적변화제동등,15,1.402,0.0,0.797
24,D면적변화제동등,16,1.115,0.54358,0.244
24,D면적변화제동등,17,1.539,0.18755,0.419
24,D면적변화제동등,18,1.29,0.25631,0.712
24,D면적변화제동등,19,1.228,0.0,0.0
25,A기본제동등,1,2.346,0.0,1.006
25,A기본제동등,2,0.88,0.0,0.602
25,A기본제동등,3,3.306,0.0,0.889
25,A기본제동등,4,1.934,0.0,0.0
25,A기본제동등,5,1.774,0.0,0.0
25,A기본제동등,6,0.814,0.31155,0.116
25,A기본제동등,7,2.487,0.10858,0.205
25,A기본제동등,8,1.768,0.0,0.155
25,A기본제동등,9,1.223,0.0,0.249
25,A기본제동등,10,2.46,0.0,0.617
25,A기본제동등,11,1.203,0.0,0.302
25,A기본제동등,12,1.257,0.0,0.581
25,A기본제동등,13,1.221,0.0,0.613
25,A기본제동등,14,1.794,0.0,0.508
25,A기본제동등,15,1.767,0.0,0.461
25,A기본제동등,16,1.746,0.0,0.0
25,A기본제동등,17,1.351,0.0,0.636
25,A기본제동등,18,1.771,0.0,0.578
25,A기본제동등,19,1.365,0.0,0.659
25,A기본제동등,20,3.023,0.05908,0.56
25,A기본제동등,21,1.512,0.0,0.631
25,A기본제동등,22,2.77,0.0,0.515
25,A기본제동등,23,1.927,0.0,0.58
25,B밝기변화제동등,1,1.771,0.0,1.771
25,B밝기변화제동등,2,2.2,0.0,0.363
25,B밝기변화제동등,3,3.308,0.0,0.533
25,B밝기변화제동등,4,1.789,0.0,0.0
25,B밝기변화제동등,5,1.801,0.0,0.0
25,B밝기변화제동등,6,1.366,0.0,0.432
25,B밝기변화제동등,7,1.629,0.19457,0.923
25,B밝기변화제동등,8,0.967,0.0,0.203
25,B밝기변화제동등,9,1.226,0.0,0.127
25,B밝기변화제동등,10,2.468,0.0,2.383
25,B밝기변화제동등,11,1.264,0.03296,0.889
25,B밝기변화제동등,12,2.326,0.00987,1.948
25,B밝기변화제동등,13,1.792,0.0,0.0
25,B밝기변화제동등,14,2.751,0.0,2.17
25,B밝기변화제동등,15,1.732,0.0,1.655
25,B밝기변화제동등,16,1.206,0.0,0.0
25,B밝기변화제동등,17,1.38,0.0,0.95
25,B밝기변화제동등,18,1.222,0.0,0.0
25,B밝기변화제동등,19,1.926,0.0,0.823
25,B밝기변화제동등,20,1.483,0.0,1.23
25,B밝기변화제동등,21,1.915,0.0,1.724
25,B밝기변화제동등,22,1.785,0.0,0.0
25,C점멸주파수변화제동등,1,0.879,0.0,0.839
25,C점멸주파수변화제동등,2,1.228,0.0,0.672
25,C점멸주파수변화제동등,3,2.38,0.0,0.545
25,C점멸주파수변화제동등,4,2.743,0.0,2.467
25,C점멸주파수변화제동등,5,1.927,0.0,0.291
25,C점멸주파수변화제동등,6,1.934,0.0,0.0
25,C점멸주파수변화제동등,7,1.781,0.0,0.0
25,C점멸주파수변화제동등,8,2.086,0.05501,0.617
25,C점멸주파수변화제동등,9,1.776,0.0,0.0
25,C점멸주파수변화제동등,10,1.778,0.0,0.362
25,C점멸주파수변화제동등,11,1.363,0.0,0.799
25,C점멸주파수변화제동등,12,2.348,0.0,0.624
25,C점멸주파수변화제동등,13,1.749,0.00085,1.748
25,C점멸주파수변화제동등,14,3.299,0.0,1.73
25,C점멸주파수변화제동등,15,1.22,0.0,0.0
25,C점멸주파수변화제동등,16,1.244,0.0,0.0
25,C점멸주파수변화제동등,17,1.768,0.0,0.0
25,C점멸주파수변화제동등,18,1.374,0.0,0.57
25,C점멸주파수변화제동등,19,1.483,0.0,0.617
25,C점멸주파수변화제동등,20,1.956,0.0,0.64
25,C점멸주파수변화제동등,21,2.361,0.0,0.505
25,C점멸주파수변화제동등,22,1.786,0.01397,0.852
25,C점멸주파수변화제동등,23,1.224,0.0,0.0
25,C점멸주파수변화제동등,24,1.942,0.0,0.472
25,D면적변화제동등,1,1.218,0.0,0.635
25,D면적변화제동등,2,2.203,0.0,1.002
25,D면적변화제동등,3,1.758,0.0,0.0
25,D면적변화제동등,4,1.749,0.0,0.0
25,D면적변화제동등,5,1.377,0.0,0.0
25,D면적변화제동등,6,1.744,0.0916,0.591
25,D면적변화제동등,7,2.755,0.0,0.0
25,D면적변화제동등,8,1.921,0.0,0.0
25,D면적변화제동등,9,2.368,0.0,0.775
25,D면적변화제동등,10,1.366,0.0,0.0
25,D면적변화제동등,11,2.516,0.0,0.635
25,D면적변화제동등,12,1.931,0.0,1.851
25,D면적변화제동등,13,1.225,0.0,0.0
25,D면적변화제동등,14,2.26,0.0,0.0
25,D면적변화제동등,15,2.9,0.0,0.0
25,D면적변화제동등,16,1.807,0.0,0.0
25,D면적변화제동등,17,1.371,0.0,0.538
25,D면적변화제동등,18,1.41,0.06038,0.342
25,D면적변화제동등,19,2.374,0.0,0.0
25,D면적변화제동등,20,3.283,0.0,0.639
25,D면적변화제동등,21,1.915,0.13163,0.416
25,D면적변화제동등,22,1.073,0.0,0.0
25,D면적변화제동등,23,1.805,0.05309,1.209
25,D면적변화제동등,24,1.222,0.0,0.54
25,D면적변화제동등,25,1.766,0.0,1.346
26,A기본제동등,1,1.21,0.0,0.683
26,A기본제동등,2,1.936,0.04125,1.103
26,A기본제동등,3,1.796,0.0,0.548
26,A기본제동등,4,2.333,0.0,1.672
